Human-Readable Term,Reduction Steps,Normal Form,Normal Form Size
K(SK(SK(SK))),0,K(SK(SK(SK))),7
K(SK(S(K(SK)))),0,K(SK(S(K(SK)))),7
K(S(K(S(KS)K))),0,K(S(K(S(KS)K))),7
K(S(K(SK(SK)))),0,K(S(K(SK(SK)))),7
K(S(K(S(K(SK))))),0,K(S(K(S(K(SK))))),7
K(S(K(SKK))S),0,K(S(K(SKK))S),7
K(S(K(S(KK)))S),0,K(S(K(S(KK)))S),7
K(S(K(SK))(KS)),0,K(S(K(SK))(KS)),7
K(S(KS)(K(KS))),0,K(S(KS)(K(KS))),7
K(SK(S(KK)S)),0,K(SK(S(KK)S)),7
K(SK(SK(KS))),0,K(SK(SK(KS))),7
K(SK(S(K(KS)))),0,K(SK(S(K(KS)))),7
K(S(K(S(KK)S))),0,K(S(K(S(KK)S))),7
K(S(K(SK(KS)))),0,K(S(K(SK(KS)))),7
K(S(K(S(K(KS))))),0,K(S(K(S(K(KS))))),7
K(S(K(SKK))K),0,K(S(K(SKK))K),7
K(S(K(S(KK)))K),0,K(S(K(S(KK)))K),7
K(S(K(SK))(KK)),0,K(S(K(SK))(KK)),7
K(S(KS)(K(KK))),0,K(S(KS)(K(KK))),7
K(SK(S(KK)K)),0,K(SK(S(KK)K)),7
K(SK(SK(KK))),0,K(SK(SK(KK))),7
K(SK(S(K(KK)))),0,K(SK(S(K(KK)))),7
K(S(K(S(KK)K))),0,K(S(K(S(KK)K))),7
K(S(K(SK(KK)))),0,K(S(K(SK(KK)))),7
K(S(K(S(K(KK))))),0,K(S(K(S(K(KK))))),7
K(S(K(K(SS)))S),0,K(S(K(K(SS)))S),7
K(S(K(KS))(SS)),0,K(S(K(KS))(SS)),7
K(S(KK)(SSS)),0,K(S(KK)(SSS)),7
K(S(KK)(S(SS))),0,K(S(KK)(S(SS))),7
K(SK(K(SSS))),0,K(SK(K(SSS))),7
K(SK(K(S(SS)))),0,K(SK(K(S(SS)))),7
K(S(K(K(SSS)))),0,K(S(K(K(SSS)))),7
K(S(K(K(S(SS))))),0,K(S(K(K(S(SS))))),7
K(S(K(K(SS)))K),0,K(S(K(K(SS)))K),7
K(S(K(KS))(SK)),0,K(S(K(KS))(SK)),7
K(S(KK)(SSK)),0,K(S(KK)(SSK)),7
K(S(KK)(S(SK))),0,K(S(KK)(S(SK))),7
K(SK(K(SSK))),0,K(SK(K(SSK))),7
K(SK(K(S(SK)))),0,K(SK(K(S(SK)))),7
K(S(K(K(SSK)))),0,K(S(K(K(SSK)))),7
K(S(K(K(S(SK))))),0,K(S(K(K(S(SK))))),7
K(S(K(K(SK)))S),0,K(S(K(K(SK)))S),7
K(S(K(KS))(KS)),0,K(S(K(KS))(KS)),7
K(S(KK)(SKS)),0,K(S(KK)(SKS)),7
K(S(KK)(S(KS))),0,K(S(KK)(S(KS))),7
K(SK(K(SKS))),0,K(SK(K(SKS))),7
K(SK(K(S(KS)))),0,K(SK(K(S(KS)))),7
K(S(K(K(SKS)))),0,K(S(K(K(SKS)))),7
K(S(K(K(S(KS))))),0,K(S(K(K(S(KS))))),7
K(S(K(K(SK)))K),0,K(S(K(K(SK)))K),7
K(S(K(KS))(KK)),0,K(S(K(KS))(KK)),7
K(S(KK)(SKK)),0,K(S(KK)(SKK)),7
K(S(KK)(S(KK))),0,K(S(KK)(S(KK))),7
K(SK(K(SKK))),0,K(SK(K(SKK))),7
K(SK(K(S(KK)))),0,K(SK(K(S(KK)))),7
K(S(K(K(SKK)))),0,K(S(K(K(SKK)))),7
K(S(K(K(S(KK))))),0,K(S(K(K(S(KK))))),7
K(S(K(K(KS)))S),0,K(S(K(K(KS)))S),7
K(S(K(KK))(SS)),0,K(S(K(KK))(SS)),7
K(S(KK)(K(SS))),0,K(S(KK)(K(SS))),7
K(SK(K(K(SS)))),0,K(SK(K(K(SS)))),7
K(S(K(K(K(SS))))),0,K(S(K(K(K(SS))))),7
K(S(K(K(KS)))K),0,K(S(K(K(KS)))K),7
K(S(K(KK))(SK)),0,K(S(K(KK))(SK)),7
K(S(KK)(K(SK))),0,K(S(KK)(K(SK))),7
K(SK(K(K(SK)))),0,K(SK(K(K(SK)))),7
K(S(K(K(K(SK))))),0,K(S(K(K(K(SK))))),7
K(S(K(K(KK)))S),0,K(S(K(K(KK)))S),7
K(S(K(KK))(KS)),0,K(S(K(KK))(KS)),7
K(S(KK)(K(KS))),0,K(S(KK)(K(KS))),7
K(SK(K(K(KS)))),0,K(SK(K(K(KS)))),7
K(S(K(K(K(KS))))),0,K(S(K(K(K(KS))))),7
K(S(K(K(KK)))K),0,K(S(K(K(KK)))K),7
K(S(K(KK))(KK)),0,K(S(K(KK))(KK)),7
K(S(KK)(K(KK))),0,K(S(KK)(K(KK))),7
K(SK(K(K(KK)))),0,K(SK(K(K(KK)))),7
K(S(K(K(K(KK))))),0,K(S(K(K(K(KK))))),7
K(K(SSSSS)),2,K(K(SS(SSS))),7
K(K(SS(SS)S)),1,K(K(SS(SSS))),7
K(K(S(SSS)S)),0,K(K(S(SSS)S)),7
K(K(S(S(SS))S)),0,K(K(S(S(SS))S)),7
K(K(S(SS)(SS))),0,K(K(S(SS)(SS))),7
K(K(SS(SSS))),0,K(K(SS(SSS))),7
K(K(SS(S(SS)))),0,K(K(SS(S(SS)))),7
K(K(S(SSSS))),1,K(K(S(SS(SS)))),7
K(K(S(S(SS)S))),0,K(K(S(S(SS)S))),7
K(K(S(SS(SS)))),0,K(K(S(SS(SS)))),7
K(K(S(S(SSS)))),0,K(K(S(S(SSS)))),7
K(K(S(S(S(SS))))),0,K(K(S(S(S(SS))))),7
K(K(SSSSK)),2,K(K(SK(SSK))),7
K(K(SS(SS)K)),1,K(K(SK(SSK))),7
K(K(S(SSS)K)),0,K(K(S(SSS)K)),7
K(K(S(S(SS))K)),0,K(K(S(S(SS))K)),7
K(K(S(SS)(SK))),0,K(K(S(SS)(SK))),7
K(K(SS(SSK))),0,K(K(SS(SSK))),7
K(K(SS(S(SK)))),0,K(K(SS(S(SK)))),7
K(K(S(SSSK))),1,K(K(S(SK(SK)))),7
K(K(S(S(SS)K))),0,K(K(S(S(SS)K))),7
K(K(S(SS(SK)))),0,K(K(S(SS(SK)))),7
K(K(S(S(SSK)))),0,K(K(S(S(SSK)))),7
K(K(S(S(S(SK))))),0,K(K(S(S(S(SK))))),7
K(K(SS(SK)S)),1,K(K(SS(SKS))),7
K(K(S(SSK)S)),0,K(K(S(SSK)S)),7
K(K(S(S(SK))S)),0,K(K(S(S(SK))S)),7
K(K(S(SS)(KS))),0,K(K(S(SS)(KS))),7
K(K(SS(SKS))),0,K(K(SS(SKS))),7
K(K(SS(S(KS)))),0,K(K(SS(S(KS)))),7
K(K(S(SSKS))),1,K(K(S(SS(KS)))),7
K(K(S(S(SK)S))),0,K(K(S(S(SK)S))),7
K(K(S(SS(KS)))),0,K(K(S(SS(KS)))),7
K(K(S(S(SKS)))),0,K(K(S(S(SKS)))),7
K(K(S(S(S(KS))))),0,K(K(S(S(S(KS))))),7
K(K(SS(SK)K)),1,K(K(SK(SKK))),7
K(K(S(SSK)K)),0,K(K(S(SSK)K)),7
K(K(S(S(SK))K)),0,K(K(S(S(SK))K)),7
K(K(S(SS)(KK))),0,K(K(S(SS)(KK))),7
K(K(SS(SKK))),0,K(K(SS(SKK))),7
K(K(SS(S(KK)))),0,K(K(SS(S(KK)))),7
K(K(S(SSKK))),1,K(K(S(SK(KK)))),7
K(K(S(S(SK)K))),0,K(K(S(S(SK)K))),7
K(K(S(SS(KK)))),0,K(K(S(SS(KK)))),7
K(K(S(S(SKK)))),0,K(K(S(S(SKK)))),7
K(K(S(S(S(KK))))),0,K(K(S(S(S(KK))))),7
K(K(S(SKS)S)),0,K(K(S(SKS)S)),7
K(K(S(S(KS))S)),0,K(K(S(S(KS))S)),7
K(K(S(SK)(SS))),0,K(K(S(SK)(SS))),7
K(K(SS(K(SS)))),0,K(K(SS(K(SS)))),7
K(K(S(S(KS)S))),0,K(K(S(S(KS)S))),7
K(K(S(SK(SS)))),0,K(K(S(SK(SS)))),7
K(K(S(S(K(SS))))),0,K(K(S(S(K(SS))))),7
K(K(S(SKS)K)),0,K(K(S(SKS)K)),7
K(K(S(S(KS))K)),0,K(K(S(S(KS))K)),7
K(K(S(SK)(SK))),0,K(K(S(SK)(SK))),7
K(K(SS(K(SK)))),0,K(K(SS(K(SK)))),7
K(K(S(S(KS)K))),0,K(K(S(S(KS)K))),7
K(K(S(SK(SK)))),0,K(K(S(SK(SK)))),7
K(K(S(S(K(SK))))),0,K(K(S(S(K(SK))))),7
K(K(S(SKK)S)),0,K(K(S(SKK)S)),7
K(K(S(S(KK))S)),0,K(K(S(S(KK))S)),7
K(K(S(SK)(KS))),0,K(K(S(SK)(KS))),7
K(K(SS(K(KS)))),0,K(K(SS(K(KS)))),7
K(K(S(S(KK)S))),0,K(K(S(S(KK)S))),7
K(K(S(SK(KS)))),0,K(K(S(SK(KS)))),7
K(K(S(S(K(KS))))),0,K(K(S(S(K(KS))))),7
K(K(S(SKK)K)),0,K(K(S(SKK)K)),7
K(K(S(S(KK))K)),0,K(K(S(S(KK))K)),7
K(K(S(SK)(KK))),0,K(K(S(SK)(KK))),7
K(K(SS(K(KK)))),0,K(K(SS(K(KK)))),7
K(K(S(S(KK)K))),0,K(K(S(S(KK)K))),7
K(K(S(SK(KK)))),0,K(K(S(SK(KK)))),7
K(K(S(S(K(KK))))),0,K(K(S(S(K(KK))))),7
K(K(S(K(SS))S)),0,K(K(S(K(SS))S)),7
K(K(S(KS)(SS))),0,K(K(S(KS)(SS))),7
K(K(SK(SSS))),0,K(K(SK(SSS))),7
K(K(SK(S(SS)))),0,K(K(SK(S(SS)))),7
K(K(S(K(SSS)))),0,K(K(S(K(SSS)))),7
K(K(S(K(S(SS))))),0,K(K(S(K(S(SS))))),7
K(K(S(K(SS))K)),0,K(K(S(K(SS))K)),7
K(K(S(KS)(SK))),0,K(K(S(KS)(SK))),7
K(K(SK(SSK))),0,K(K(SK(SSK))),7
K(K(SK(S(SK)))),0,K(K(SK(S(SK)))),7
K(K(S(K(SSK)))),0,K(K(S(K(SSK)))),7
K(K(S(K(S(SK))))),0,K(K(S(K(S(SK))))),7
K(K(S(K(SK))S)),0,K(K(S(K(SK))S)),7
K(K(S(KS)(KS))),0,K(K(S(KS)(KS))),7
K(K(SK(SKS))),0,K(K(SK(SKS))),7
K(K(SK(S(KS)))),0,K(K(SK(S(KS)))),7
K(K(S(K(SKS)))),0,K(K(S(K(SKS)))),7
K(K(S(K(S(KS))))),0,K(K(S(K(S(KS))))),7
K(K(S(K(SK))K)),0,K(K(S(K(SK))K)),7
K(K(S(KS)(KK))),0,K(K(S(KS)(KK))),7
K(K(SK(SKK))),0,K(K(SK(SKK))),7
K(K(SK(S(KK)))),0,K(K(SK(S(KK)))),7
K(K(S(K(SKK)))),0,K(K(S(K(SKK)))),7
K(K(S(K(S(KK))))),0,K(K(S(K(S(KK))))),7
K(K(S(K(KS))S)),0,K(K(S(K(KS))S)),7
K(K(S(KK)(SS))),0,K(K(S(KK)(SS))),7
K(K(SK(K(SS)))),0,K(K(SK(K(SS)))),7
K(K(S(K(K(SS))))),0,K(K(S(K(K(SS))))),7
K(K(S(K(KS))K)),0,K(K(S(K(KS))K)),7
K(K(S(KK)(SK))),0,K(K(S(KK)(SK))),7
K(K(SK(K(SK)))),0,K(K(SK(K(SK)))),7
K(K(S(K(K(SK))))),0,K(K(S(K(K(SK))))),7
K(K(S(K(KK))S)),0,K(K(S(K(KK))S)),7
K(K(S(KK)(KS))),0,K(K(S(KK)(KS))),7
K(K(SK(K(KS)))),0,K(K(SK(K(KS)))),7
K(K(S(K(K(KS))))),0,K(K(S(K(K(KS))))),7
K(K(S(K(KK))K)),0,K(K(S(K(KK))K)),7
K(K(S(KK)(KK))),0,K(K(S(KK)(KK))),7
K(K(SK(K(KK)))),0,K(K(SK(K(KK)))),7
K(K(S(K(K(KK))))),0,K(K(S(K(K(KK))))),7
K(K(K(SSSS))),1,K(K(K(SS(SS)))),7
K(K(K(S(SS)S))),0,K(K(K(S(SS)S))),7
K(K(K(SS(SS)))),0,K(K(K(SS(SS)))),7
K(K(K(S(SSS)))),0,K(K(K(S(SSS)))),7
K(K(K(S(S(SS))))),0,K(K(K(S(S(SS))))),7
K(K(K(SSSK))),1,K(K(K(SK(SK)))),7
K(K(K(S(SS)K))),0,K(K(K(S(SS)K))),7
K(K(K(SS(SK)))),0,K(K(K(SS(SK)))),7
K(K(K(S(SSK)))),0,K(K(K(S(SSK)))),7
K(K(K(S(S(SK))))),0,K(K(K(S(S(SK))))),7
K(K(K(SSKS))),1,K(K(K(SS(KS)))),7
K(K(K(S(SK)S))),0,K(K(K(S(SK)S))),7
K(K(K(SS(KS)))),0,K(K(K(SS(KS)))),7
K(K(K(S(SKS)))),0,K(K(K(S(SKS)))),7
K(K(K(S(S(KS))))),0,K(K(K(S(S(KS))))),7
K(K(K(SSKK))),1,K(K(K(SK(KK)))),7
K(K(K(S(SK)K))),0,K(K(K(S(SK)K))),7
K(K(K(SS(KK)))),0,K(K(K(SS(KK)))),7
K(K(K(S(SKK)))),0,K(K(K(S(SKK)))),7
K(K(K(S(S(KK))))),0,K(K(K(S(S(KK))))),7
K(K(K(S(KS)S))),0,K(K(K(S(KS)S))),7
K(K(K(SK(SS)))),0,K(K(K(SK(SS)))),7
K(K(K(S(K(SS))))),0,K(K(K(S(K(SS))))),7
K(K(K(S(KS)K))),0,K(K(K(S(KS)K))),7
K(K(K(SK(SK)))),0,K(K(K(SK(SK)))),7
K(K(K(S(K(SK))))),0,K(K(K(S(K(SK))))),7
K(K(K(S(KK)S))),0,K(K(K(S(KK)S))),7
K(K(K(SK(KS)))),0,K(K(K(SK(KS)))),7
K(K(K(S(K(KS))))),0,K(K(K(S(K(KS))))),7
K(K(K(S(KK)K))),0,K(K(K(S(KK)K))),7
K(K(K(SK(KK)))),0,K(K(K(SK(KK)))),7
K(K(K(S(K(KK))))),0,K(K(K(S(K(KK))))),7
K(K(K(K(SSS)))),0,K(K(K(K(SSS)))),7
K(K(K(K(S(SS))))),0,K(K(K(K(S(SS))))),7
K(K(K(K(SSK)))),0,K(K(K(K(SSK)))),7
K(K(K(K(S(SK))))),0,K(K(K(K(S(SK))))),7
K(K(K(K(SKS)))),0,K(K(K(K(SKS)))),7
K(K(K(K(S(KS))))),0,K(K(K(K(S(KS))))),7
K(K(K(K(SKK)))),0,K(K(K(K(SKK)))),7
K(K(K(K(S(KK))))),0,K(K(K(K(S(KK))))),7
K(K(K(K(K(SS))))),0,K(K(K(K(K(SS))))),7
K(K(K(K(K(SK))))),0,K(K(K(K(K(SK))))),7
K(K(K(K(K(KS))))),0,K(K(K(K(K(KS))))),7
K(K(K(K(K(KK))))),0,K(K(K(K(K(KK))))),7
S(S(SSS))SK,6,S(SK)(K(SK)),6
S(SSS)S(SK),5,S(SK)(S(SK)),6
S(S(S(SS)))KS,6,SS(S(KS)S),6
SSS(S(SK))S,5,S(S(S(SK))S),6
S(S(SS))S(KS),5,SS(S(KS)S),6
S(SS)(SS)(KS),3,S(SS(KS))S,6
S(S(S(SS))KS),4,S(S(S(KS))S),6
S(S(SS)S(KS)),3,S(S(S(KS))S),6
SSS(S(SK))K,5,K(S(S(SK))K),6
S(S(SS))S(KK),5,SK(S(KK)K),6
S(SS)(SS)(KK),3,S(SS(KK))K,6
S(S(S(SS))KK),4,S(S(K(KK))K),6
S(S(SS)S(KK)),3,S(S(S(KK))K),6
S(SS)(SK)SS,5,S(S(SKS)S),6
S(S(SS)K)SS,5,S(S(KS)(SS)),6
S(S(SS))(KS)S,6,S(SS)(S(SS)),6
SSS(SKS)S,4,S(S(SKS)S),6
S(SS)S(KSS),5,S(SS)(S(SS)),6
SSS(S(KSS)),3,S(SS)(S(SS)),6
S(S(SS)KSS),4,S(S(S(KS)S)),6
S(SSS(KS)S),3,S(S(S(KS)S)),6
S(SS)(SK)SK,5,K(S(SKS)K),6
S(S(SS))(KS)K,6,S(KS)(S(KS)),6
SSS(SKS)K,4,K(S(SKS)K),6
S(SSS)K(SK),5,S(SK)(K(SK)),6
S(SS)S(KSK),5,S(SS)(S(SS)),6
SSS(S(KSK)),3,S(SS)(S(SS)),6
S(S(SS)KSK),4,S(S(S(KS)K)),6
S(SSS(KS)K),3,S(S(S(KS)K)),6
S(S(SS)K)KS,5,S(S(KS)(KS)),6
S(S(SS))(KK)S,6,S(SK)(K(SK)),6
SSS(SKK)S,4,S(S(SKK)S),6
S(SS)(SK)(KS),3,S(SK(KS))S,6
S(SS)S(KKS),5,S(SK)(K(SK)),6
SSS(S(KKS)),3,S(SK)(S(SK)),6
S(SSS(KK)S),3,S(K(S(KK)S)),6
S(S(SS)K(KS)),3,S(S(K(KS))S),6
S(S(SS))(KK)K,6,S(KK)(K(KK)),6
SSS(SKK)K,4,K(S(SKK)K),6
S(SS)(SK)(KK),3,S(SK(KK))K,6
S(SS)S(KKK),5,S(SK)(K(SK)),6
SSS(S(KKK)),3,S(SK)(S(SK)),6
S(SSS(KK)K),3,S(K(S(KK)K)),6
S(S(SS)K(KK)),3,S(S(K(KK))K),6
S(SS)KSSS,4,S(S(KS)S)S,6
S(SSK)SSS,7,S(SS)(S(SS)),6
SSS(KS)SS,3,S(S(KS)S)S,6
S(SSKS)SS,5,S(SS)(S(SS)),6
S(SS(KS))SS,4,S(SS)(S(SS)),6
S(S(S(KS)))SS,4,S(SS(S(SS))),6
S(SS)K(SS)S,6,SS(SS(SS)),6
S(SS)(KSS)S,4,S(SS)(S(SS)),6
S(SS)(K(SS))S,4,S(SS)(S(SS)),6
S(SS)KS(SS),4,S(S(KS)(SS)),6
SSS(KS)(SS),3,S(S(KS)(SS)),6
SSS(KSSS),3,S(SS)(S(SS)),6
SSS(K(SS)S),3,S(SS)(S(SS)),6
S(SS)KSSK,4,S(S(KS)S)K,6
S(SSK)SSK,7,S(SK)(K(SK)),6
SSS(KS)SK,3,S(S(KS)S)K,6
S(S(S(KS)))SK,4,S(SK(K(SK))),6
S(SS)K(SS)K,6,SS(SK(SS)),6
S(SS)(KSS)K,4,S(SK)(K(SK)),6
S(SS)(K(SS))K,4,S(SS)(K(SS)),6
S(SS)KS(SK),4,S(S(KS)(SK)),6
SSS(KS)(SK),3,S(S(KS)(SK)),6
SSS(KSSK),3,S(SK)(S(SK)),6
SSS(K(SS)K),3,S(SS)(S(SS)),6
S(SS)KSKS,4,S(S(KS)K)S,6
SSS(KS)KS,3,S(S(KS)K)S,6
S(SSKS)KS,5,S(KS)(S(KS)),6
S(SS(KS))KS,4,S(KS)(S(KS)),6
S(SS)(KSK)S,4,S(SS)(S(SS)),6
S(SS)(K(SK))S,4,S(SK)(S(SK)),6
S(SS)KS(KS),4,S(S(KS)(KS)),6
SSS(KS)(KS),3,S(S(KS)(KS)),6
SSS(KSKS),3,S(SS)(S(SS)),6
SSS(K(SK)S),3,S(SK)(S(SK)),6
S(SS)KSKK,4,S(S(KS)K)K,6
SSS(KS)KK,3,S(S(KS)K)K,6
S(SS)(KSK)K,4,S(SK)(K(SK)),6
S(SS)(K(SK))K,4,S(SK)(K(SK)),6
S(SS)KS(KK),4,S(S(KS)(KK)),6
SSS(KS)(KK),3,S(S(KS)(KK)),6
SSS(KSKK),3,S(SK)(S(SK)),6
SSS(K(SK)K),3,S(SK)(S(SK)),6
S(SS(KK))SS,4,S(SS)(K(SS)),6
S(S(S(KK)))SS,4,K(SS(S(SS))),6
S(SS)(KKS)S,4,S(KS)(S(KS)),6
S(SS)(K(KS))S,4,S(KS)(S(KS)),6
SSS(KK)(SS),3,K(S(KK)(SS)),6
S(SS)K(KSS),5,S(KS)(S(KS)),6
SSS(KKSS),3,S(KS)(S(KS)),6
SSS(K(KS)S),3,S(KS)(S(KS)),6
SSS(K(KSS)),3,S(KS)(S(KS)),6
S(S(S(KK)))SK,4,K(SK(K(SK))),6
S(SS)(KKS)K,4,S(KK)(K(KK)),6
S(SS)(K(KS))K,4,S(KS)(K(KS)),6
SSS(KK)(SK),3,K(S(KK)(SK)),6
S(SS)K(KSK),5,S(KS)(S(KS)),6
SSS(KKSK),3,S(KK)(S(KK)),6
SSS(K(KS)K),3,S(KS)(S(KS)),6
SSS(K(KSK)),3,S(KS)(S(KS)),6
S(SS(KK))KS,4,S(KS)(K(KS)),6
S(SS)(KKK)S,4,S(KS)(S(KS)),6
S(SS)(K(KK))S,4,S(KK)(S(KK)),6
SSS(KK)(KS),3,K(S(KK)(KS)),6
S(SS)K(KKS),5,S(KK)(K(KK)),6
SSS(KKKS),3,S(KS)(S(KS)),6
SSS(K(KK)S),3,S(KK)(S(KK)),6
SSS(K(KKS)),3,S(KK)(S(KK)),6
S(SS)(KKK)K,4,S(KK)(K(KK)),6
S(SS)(K(KK))K,4,S(KK)(K(KK)),6
SSS(KK)(KK),3,K(S(KK)(KK)),6
S(SS)K(KKK),5,S(KK)(K(KK)),6
SSS(KKKK),3,S(KK)(S(KK)),6
SSS(K(KK)K),3,S(KK)(S(KK)),6
SSS(K(KKK)),3,S(KK)(S(KK)),6
S(S(KSS))SS,3,S(SS)(S(SS)),6
SSKS(SS)S,6,S(SS)(S(SS)),6
SS(KS)(SS)S,5,S(SS)(S(SS)),6
SSKSS(SS),4,S(SS)(S(SS)),6
SS(KS)S(SS),3,S(SS)(S(SS)),6
S(S(KS))S(SS),3,S(SS(S(SS))),6
SS(KSS)(SS),2,S(SS)(S(SS)),6
S(S(KSS))SK,3,S(SK)(K(SK)),6
SSKS(SS)K,6,S(SK)(K(SK)),6
SS(KS)(SS)K,5,S(SK)(K(SK)),6
SSKSS(SK),4,S(SK)(S(SK)),6
SS(KS)S(SK),3,S(SK)(S(SK)),6
S(S(KS))S(SK),3,S(SK(S(SK))),6
SS(KSS)(SK),2,S(SK)(S(SK)),6
SSK(SS)KS,10,S(SS)(S(SS)),6
S(S(KSS))KS,3,S(KS)(S(KS)),6
SSKSS(KS),4,S(KS)(S(KS)),6
SS(KS)S(KS),3,S(KS)(S(KS)),6
SS(KSS)(KS),2,S(KS)(S(KS)),6
SSK(SS)KK,10,S(SS)(K(SS)),6
S(S(KSS))KK,3,S(KK)(K(KK)),6
SSKSS(KK),4,S(KK)(S(KK)),6
SS(KS)S(KK),3,S(KK)(S(KK)),6
SS(KSS)(KK),2,S(KK)(S(KK)),6
S(S(KSK))SS,3,S(SS)(S(SS)),6
S(S(KS))K(SS),3,S(SS(K(SS))),6
SS(KSK)(SS),2,S(SS)(S(SS)),6
SSK(S(KSS)),3,S(SS)(K(SS)),6
S(S(KSK))SK,3,S(SK)(K(SK)),6
S(S(KS))K(SK),3,S(SK(K(SK))),6
SS(KSK)(SK),2,S(SK)(S(SK)),6
SSK(S(KSK)),3,S(SS)(K(SS)),6
S(S(KSK))KS,3,S(KS)(S(KS)),6
SS(KSK)(KS),2,S(KS)(S(KS)),6
SSK(S(KKS)),3,S(SK)(K(SK)),6
S(S(KSK))KK,3,S(KK)(K(KK)),6
SS(KSK)(KK),2,S(KK)(S(KK)),6
SSK(S(KKK)),3,S(SK)(K(SK)),6
SS(KK)(SS)S,5,S(KS)(S(KS)),6
SS(KK)S(SS),3,S(SS)(K(SS)),6
S(S(KK))S(SS),3,K(SS(S(SS))),6
SS(KKS)(SS),2,S(SS)(K(SS)),6
SSK(KSSS),3,S(SS)(K(SS)),6
SSK(K(SS)S),3,S(SS)(K(SS)),6
SS(KK)(SS)K,5,S(KK)(K(KK)),6
SS(KK)S(SK),3,S(SK)(K(SK)),6
S(S(KK))S(SK),3,K(SK(S(SK))),6
SS(KKS)(SK),2,S(SK)(K(SK)),6
SSK(KSSK),3,S(SK)(K(SK)),6
SSK(K(SS)K),3,S(SS)(K(SS)),6
SS(KK)S(KS),3,S(KS)(K(KS)),6
SS(KKS)(KS),2,S(KS)(K(KS)),6
SSK(KSKS),3,S(SS)(K(SS)),6
SSK(K(SK)S),3,S(SK)(K(SK)),6
SS(KK)S(KK),3,S(KK)(K(KK)),6
SS(KKS)(KK),2,S(KK)(K(KK)),6
SSK(KSKK),3,S(SK)(K(SK)),6
SSK(K(SK)K),3,S(SK)(K(SK)),6
S(S(KK))K(SS),3,K(SS(K(SS))),6
SS(KKK)(SS),2,S(SS)(K(SS)),6
SSK(KKSS),3,S(KS)(K(KS)),6
SSK(K(KS)S),3,S(KS)(K(KS)),6
SSK(K(KSS)),3,S(KS)(K(KS)),6
S(S(KK))K(SK),3,K(SK(K(SK))),6
SS(KKK)(SK),2,S(SK)(K(SK)),6
SSK(KKSK),3,S(KK)(K(KK)),6
SSK(K(KS)K),3,S(KS)(K(KS)),6
SSK(K(KSK)),3,S(KS)(K(KS)),6
SS(KKK)(KS),2,S(KS)(K(KS)),6
SSK(KKKS),3,S(KS)(K(KS)),6
SSK(K(KK)S),3,S(KK)(K(KK)),6
SSK(K(KKS)),3,S(KK)(K(KK)),6
SS(KKK)(KK),2,S(KK)(K(KK)),6
SSK(KKKK),3,S(KK)(K(KK)),6
SSK(K(KK)K),3,S(KK)(K(KK)),6
SSK(K(KKK)),3,S(KK)(K(KK)),6
S(KS)SSSS,4,S(SS)(S(SS)),6
S(KSSS)SS,3,S(SS)(S(SS)),6
S(K(SS)S)SS,3,S(SS)(S(SS)),6
S(K(SSS))SS,3,S(SS)(S(SS)),6
S(KSS)S(SS),2,S(SS)(S(SS)),6
S(KS)SSSK,4,S(SK)(K(SK)),6
S(KSSS)SK,3,S(SK)(K(SK)),6
S(K(SS)S)SK,3,S(SK)(K(SK)),6
S(K(SSS))SK,3,S(SK)(S(SK)),6
S(KSS)S(SK),2,S(SK)(S(SK)),6
S(KS)SSKS,4,S(KS)(S(KS)),6
S(KSSS)KS,3,S(KS)(S(KS)),6
S(K(SS)S)KS,3,S(KS)(S(KS)),6
S(K(SSS))KS,3,S(KS)(S(KS)),6
S(KSS)S(KS),2,S(KS)(S(KS)),6
S(KS)SSKK,4,S(KK)(K(KK)),6
S(KSSS)KK,3,S(KK)(K(KK)),6
S(K(SS)S)KK,3,S(KK)(K(KK)),6
S(K(SSS))KK,3,S(KK)(S(KK)),6
S(KSS)S(KK),2,S(KK)(S(KK)),6
S(K(SS)K)SS,3,S(SS)(S(SS)),6
S(K(SSK))SS,3,S(SS)(K(SS)),6
S(KSS)K(SS),2,S(SS)(K(SS)),6
S(K(SS)K)SK,3,S(SK)(K(SK)),6
S(K(SSK))SK,3,S(SK)(K(SK)),6
S(KSS)K(SK),2,S(SK)(K(SK)),6
S(K(SS)K)KS,3,S(KS)(S(KS)),6
S(K(SSK))KS,3,S(KS)(K(KS)),6
S(KSS)K(KS),2,S(KS)(K(KS)),6
S(K(SS)K)KK,3,S(KK)(K(KK)),6
S(K(SSK))KK,3,S(KK)(K(KK)),6
S(KSS)K(KK),2,S(KK)(K(KK)),6
S(KSKS)SS,3,S(SS)(S(SS)),6
S(KSK)S(SS),2,S(SS)(S(SS)),6
S(KSKS)SK,3,S(SK)(K(SK)),6
S(KSK)S(SK),2,S(SK)(S(SK)),6
S(KSKS)KS,3,S(KS)(S(KS)),6
S(KSK)S(KS),2,S(KS)(S(KS)),6
S(KSKS)KK,3,S(KK)(K(KK)),6
S(KSK)S(KK),2,S(KK)(S(KK)),6
S(KSK)K(SS),2,S(SS)(K(SS)),6
S(KSK)K(SK),2,S(SK)(K(SK)),6
S(KSK)K(KS),2,S(KS)(K(KS)),6
S(KSK)K(KK),2,S(KK)(K(KK)),6
K(S(SS))SSS,3,S(SS)(S(SS)),6
KSS(SS)SS,3,S(SS)(S(SS)),6
K(S(SS)S)SS,3,S(SS)(S(SS)),6
K(S(SS)SS)S,3,S(SS)(S(SS)),6
